issue_id,part,chapter_file,chapter_pages,section_page,line,heading,nearest_heading,kind,status,severity,snippet,action,algorithm
I0559,Synthesis and Programmes,appendices/combinatorial_frontier.tex,,,363,\subsection{Conjectured rational ($\mathfrak{sl}_3$ family)},\subsection{Conjectured rational ($\mathfrak{sl}_3$ family)},status-conjectured,must-upgrade,medium,\begin{conjecture}[$\mathcal{W}_3$ bar cohomology generating function; \ClaimStatusConjectured]\label{conj:w3-bar-gf},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0560,Synthesis and Programmes,appendices/combinatorial_frontier.tex,,,526,\section{Open problems and the computational frontier},\section{Open problems and the computational frontier},meta-heading,must-upgrade,high,\section{Open problems and the computational frontier},Retitle or relocate heading outside theorematic flow,ALG-A
I0561,Synthesis and Programmes,appendices/combinatorial_frontier.tex,,,780,\subsection{Near-rationality of the Virasoro bar sequence},\subsection{Near-rationality of the Virasoro bar sequence},status-conjectured,must-upgrade,medium,\begin{conjecture}[Period-$6$ Pad\'e structure; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0562,Synthesis and Programmes,appendices/combinatorial_frontier.tex,,,851,\subsection{Updated frontier targets},\subsection{Updated frontier targets},meta-heading,must-upgrade,high,\subsection{Updated frontier targets},Retitle or relocate heading outside theorematic flow,ALG-A
I0563,Synthesis and Programmes,appendices/nilpotent_completion.tex,,,10,\chapter{Nilpotent-completion frontier for non-quadratic Koszul duality},\chapter{Nilpotent-completion frontier for non-quadratic Koszul duality},meta-heading,must-upgrade,high,\chapter{Nilpotent-completion frontier for non-quadratic Koszul duality},Retitle or relocate heading outside theorematic flow,ALG-A
I0558,Synthesis and Programmes,appendices/spectral_higher_genus.tex,,,63,\subsection{Convergence and degeneration},\subsection{Convergence and degeneration},status-conjectured,must-upgrade,medium,\begin{conjecture}[Superstring degeneration; \ClaimStatusConjectured]\label{conj:superstring-degeneration},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0381,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1357,358,\subsection{Coupling to topological gravity},\subsection{Coupling to topological gravity},status-conjectured,must-upgrade,medium,\ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0382,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1368,1299,\subsection{The holomorphic-topological boundary condition},\subsection{The holomorphic-topological boundary condition},status-heuristic,must-upgrade,medium,\begin{conjecture}[Bar-cobar from HT boundary; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0383,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1368,1326,\subsection{The holomorphic-topological boundary condition},\subsection{The holomorphic-topological boundary condition},status-heuristic,must-upgrade,medium,This conjecture is labeled \ClaimStatusHeuristic{} because it proposes a geometric,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0384,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1369,1337,\section{$\mathcal{W}$-algebras from Higgs branches},\section{$\mathcal{W}$-algebras from Higgs branches},status-conjectured,must-upgrade,medium,"W-algebra package is \ClaimStatusConjectured, while central-charge","Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0385,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1369,1342,\subsection{\texorpdfstring{4d gauge theory $\to$ 2d $\mathcal{W}$-algebra}{4d gauge theory -> 2d $\mathcal{W}$-algebra}},\subsection{\texorpdfstring{4d gauge theory $\to$ 2d $\mathcal{W}$-algebra}{4d gauge theory -> 2d $\mathcal{W}$-algebra}},status-conjectured,must-upgrade,medium,\begin{conjecture}[Costello--Gaiotto AGT; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0386,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1369,1382,\subsection{\texorpdfstring{4d gauge theory $\to$ 2d $\mathcal{W}$-algebra}{4d gauge theory -> 2d $\mathcal{W}$-algebra}},\subsection{\texorpdfstring{4d gauge theory $\to$ 2d $\mathcal{W}$-algebra}{4d gauge theory -> 2d $\mathcal{W}$-algebra}},status-conjectured,must-upgrade,medium,This conjecture is labeled \ClaimStatusConjectured{} because the derivation,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0387,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1370,1420,\section{Quantum observables and BV integration},\section{Quantum observables and BV integration},status-heuristic,must-upgrade,medium,\textup{(}\ClaimStatusHeuristic\textup{)}.,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0388,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1370,1431,\subsection{BV path integral},\subsection{BV path integral},status-heuristic,must-upgrade,medium,\begin{conjecture}[BV integration = bar-cobar pairing; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0389,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1370,1477,\subsection{BV path integral},\subsection{BV path integral},status-heuristic,must-upgrade,medium,This conjecture is labeled \ClaimStatusHeuristic{} because the identification of the,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0390,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1374,1612,\subsection{Quantum master equation},\subsection{Quantum master equation},status-heuristic,must-upgrade,medium,\begin{conjecture}[Quantum master equation; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0391,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1374,1621,\subsection{Quantum master equation},\subsection{Quantum master equation},status-heuristic,must-upgrade,medium,This conjecture is labeled \ClaimStatusHeuristic{} because the solution $S$ of,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0392,Synthesis and Programmes,chapters/connections/bv_brst.tex,,1374,1630,\subsection{Quantum master equation},\subsection{Quantum master equation},status-heuristic,must-upgrade,medium,\begin{conjecture}[BV quantization = bar-cobar duality; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0572,Synthesis and Programmes,chapters/connections/concordance.tex,,1423,1,Concordance chapter as constitutional dossier,\chapter{Concordance with primary literature},architecture,must-upgrade,critical,Concordance chapter as constitutional dossier,Split literature concordance from status ledger; keep only reader-facing concordance in book,ALG-E
I0428,Synthesis and Programmes,chapters/connections/concordance.tex,,1423,8,\chapter{Concordance with primary literature},\chapter{Concordance with primary literature},narrative-meta,must-upgrade,high,dependency-ordered frontier,Prune internal-project vocabulary from running prose,ALG-I
I0429,Synthesis and Programmes,chapters/connections/concordance.tex,,1423,12,\chapter{Concordance with primary literature},\chapter{Concordance with primary literature},narrative-meta,must-upgrade,high,"(\S\ref{subsec:homotopy-templates}), and the nine-futures assessment",Prune internal-project vocabulary from running prose,ALG-I
I0430,Synthesis and Programmes,chapters/connections/concordance.tex,,1423,13,\chapter{Concordance with primary literature},\chapter{Concordance with primary literature},narrative-meta,must-upgrade,high,"(\S\ref{subsec:nine-futures}).  The status classifications, proof tiers,",Prune internal-project vocabulary from running prose,ALG-I
I0431,Synthesis and Programmes,chapters/connections/concordance.tex,,1423,28,\chapter{Concordance with primary literature},\chapter{Concordance with primary literature},narrative-meta,must-upgrade,high,structural frontier.,Prune internal-project vocabulary from running prose,ALG-I
I0432,Synthesis and Programmes,chapters/connections/concordance.tex,,1423,38,\chapter{Concordance with primary literature},\chapter{Concordance with primary literature},narrative-meta,must-upgrade,high,\item \emph{Dependency-ordered frontier.},Prune internal-project vocabulary from running prose,ALG-I
I0433,Synthesis and Programmes,chapters/connections/concordance.tex,,1423,41,\chapter{Concordance with primary literature},\chapter{Concordance with primary literature},narrative-meta,must-upgrade,high,Theorem~\ref{thm:mc2-full-resolution}).  The remaining frontier:,Prune internal-project vocabulary from running prose,ALG-I
I0434,Synthesis and Programmes,chapters/connections/concordance.tex,,1423,50,\chapter{Concordance with primary literature},\chapter{Concordance with primary literature},narrative-meta,must-upgrade,high,interface used by all programme chapters.,Prune internal-project vocabulary from running prose,ALG-I
I0435,Synthesis and Programmes,chapters/connections/concordance.tex,,1423,110,\section{Principal contributions}\label{sec:principal-contributions},\section{Principal contributions}\label{sec:principal-contributions},narrative-meta,must-upgrade,high,"$\mathcal{W}_\infty$ realization retained as programme\textup{)},",Prune internal-project vocabulary from running prose,ALG-I
I0436,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,447,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},meta-heading,must-upgrade,high,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},Retitle or relocate heading outside theorematic flow,ALG-A
I0437,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,452,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},narrative-meta,must-upgrade,high,resolved entry theorem together with a dependency-ordered frontier:,Prune internal-project vocabulary from running prose,ALG-I
I0438,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,503,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},status-conjectured,must-upgrade,critical,\ClaimStatusConjectured{},Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0439,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,520,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},status-conjectured,must-upgrade,critical,\ClaimStatusConjectured{},Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0440,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,544,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},narrative-meta,must-upgrade,high,programme.,Prune internal-project vocabulary from running prose,ALG-I
I0441,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,546,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},narrative-meta,must-upgrade,high,"\emph{The live MC4 frontier is therefore filtered H-level realization,",Prune internal-project vocabulary from running prose,ALG-I
I0442,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,553,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},status-conjectured,must-upgrade,critical,\ClaimStatusConjectured{},Move constitutional conjectural status-tracking to editorial afterword/notes,ALG-E
I0443,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,588,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},narrative-meta,must-upgrade,high,The master package maps to the nine futures,Prune internal-project vocabulary from running prose,ALG-I
I0444,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,589,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},narrative-meta,must-upgrade,high,(\S\ref{subsec:nine-futures}) as follows:,Prune internal-project vocabulary from running prose,ALG-I
I0445,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,590,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},narrative-meta,must-upgrade,high,Theorem~\ref{conj:master-pbw} $\to$ Future~2;,Prune internal-project vocabulary from running prose,ALG-I
I0446,Synthesis and Programmes,chapters/connections/concordance.tex,,1430,591,\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},\subsection{Resolved Entry Theorem and Dependency-Ordered Frontier},narrative-meta,must-upgrade,high,"Theorem~\ref{conj:master-theta} $\to$ Futures~3, 4;",Prune internal-project vocabulary from running prose,ALG-I
